# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 20 19:26:42 2024
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbsmaxstr not null
# CONSTRAINT:  and st_lumstr not null)
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
3.09833000,0.00002100,-0.00001900,0,0.042710,0.000760,-0.000670,0,2.700,0.150,-0.150,0,11.00000,2.40000,-2.40000,0,0.000000,,,0,84.590,0.540,-0.430,0,1.13,0.04,-0.04,0,1.08,0.06,-0.05,0,0.060,0.034,-0.033,0
9.12705500,0.00000730,-0.00000720,0,0.087800,0.001600,-0.001400,0,8.140,0.310,-0.300,0,81.70000,4.70000,-4.60000,0,0.063000,0.023000,-0.022000,0,87.860,0.190,-0.180,0,1.13,0.04,-0.04,0,1.08,0.06,-0.05,0,0.060,0.034,-0.033,0
52.97818000,0.00004000,-0.00004000,0,0.300000,0.020000,-0.030000,0,11.299,0.135,-0.168,0,133.48860,15.89150,-9.53490,0,0.280000,0.060000,-0.090000,0,,,,,1.32,0.01,-0.01,0,1.32,0.03,-0.03,0,0.415,0.016,-0.017,0
141.83402500,0.00006500,-0.00006600,0,0.551600,0.007800,-0.009300,0,11.814,0.303,-0.303,0,408.72733,17.48056,-18.11622,0,0.212000,0.022000,-0.021000,0,89.903,0.064,-0.059,0,1.08,0.03,-0.03,0,1.11,0.05,-0.06,0,0.114,0.027,-0.028,0
3.34896800,0.00000400,-0.00000400,0,0.030100,0.001300,-0.001200,0,3.390,0.140,-0.130,0,16.40000,4.10000,-4.10000,0,0.000000,,,0,87.950,0.130,-0.140,0,0.33,0.01,-0.01,0,0.34,0.02,-0.03,0,-1.979,0.018,-0.022,0
8.87209820,0.00000770,-0.00000770,0,0.089200,0.001800,-0.002300,0,11.893,0.370,-0.347,0,1144.18227,104.88337,-104.88337,0,0.394000,0.035000,-0.038000,0,88.650,0.900,-0.920,0,1.46,0.04,-0.04,0,1.20,0.07,-0.09,0,0.387,0.021,-0.020,0
7.76891500,0.00002500,-0.00003700,0,0.063200,0.001100,-0.001100,0,1.821,0.162,-0.149,0,,,,,,,,,89.010,0.680,-1.020,0,0.54,0.02,-0.02,0,0.56,0.03,-0.03,0,-1.311,0.020,-0.022,0
10.35566000,0.00006000,-0.00006000,0,0.063100,0.002700,-0.002700,0,2.500,0.060,-0.060,0,,,,,,,,,88.900,0.110,-0.110,0,0.76,0.02,-0.02,0,0.85,0.03,-0.03,0,-0.423,0.011,-0.011,0
,,,,0.088500,0.003800,-0.003800,0,3.380,0.080,-0.080,0,,,,,,,,,89.840,0.120,-0.120,0,0.76,0.02,-0.02,0,0.85,0.03,-0.03,0,-0.423,0.011,-0.011,0
,,,,0.113800,0.004800,-0.004900,0,3.160,0.080,-0.090,0,,,,,,,,,88.607,0.036,-0.037,0,0.76,0.02,-0.02,0,0.85,0.03,-0.03,0,-0.423,0.011,-0.011,0
10.50534000,0.00007000,-0.00008000,0,0.075200,0.004700,-0.011900,0,2.040,0.500,-0.540,0,,,,,,,,,89.340,0.460,-0.730,0,0.53,0.08,-0.08,0,0.54,0.08,-0.08,0,-1.338,0.002,-0.002,0
6.07842470,0.00000960,-0.00000960,0,0.050060,0.001030,-0.001030,0,2.470,0.130,-0.130,0,,,,,,,,,89.150,0.150,-0.150,0,0.47,0.01,-0.01,0,0.45,0.03,-0.03,0,-1.492,0.035,-0.040,0
17.66484000,0.00007000,-0.00007000,0,0.101000,0.005000,-0.005000,0,1.250,0.070,-0.070,0,4.10000,,,1,0.000000,,,0,89.670,0.160,-0.100,0,0.44,0.02,-0.02,0,0.44,0.02,-0.02,0,-1.459,0.001,-0.002,0
17.66487200,0.00004500,-0.00005100,0,0.101000,0.008800,-0.008400,0,1.300,0.100,-0.100,0,,,,,0.120000,0.190000,-0.080000,0,89.640,0.240,-0.240,0,0.45,0.03,-0.03,0,0.47,0.01,-0.01,0,-1.478,0.024,-0.026,0
28.17232000,0.00014000,-0.00014000,0,0.137000,0.006000,-0.006000,0,1.330,0.080,-0.080,0,7.40000,,,1,0.000000,,,0,89.910,0.060,-0.090,0,0.44,0.02,-0.02,0,0.44,0.02,-0.02,0,-1.459,0.001,-0.002,0
28.17220000,0.00011000,-0.00014000,0,0.138000,0.012000,-0.011000,0,1.390,0.110,-0.100,0,,,,,0.130000,0.180000,-0.090000,0,89.790,0.140,-0.180,0,0.45,0.03,-0.03,0,0.47,0.01,-0.01,0,-1.478,0.024,-0.026,0
3.11906330,0.00001000,-0.00000930,0,0.025000,0.001000,-0.001000,0,1.243,0.077,-0.072,0,,,,,0.150000,0.270000,-0.120000,0,89.240,0.490,-0.490,0,0.23,0.01,-0.01,0,0.23,0.01,-0.01,0,-2.228,0.005,-0.005,0
6.38784000,0.00001200,-0.00001200,0,0.040000,0.002000,-0.002000,0,1.914,0.095,-0.095,0,,,,,0.100000,0.170000,-0.060000,0,89.560,0.260,-0.230,0,0.23,0.01,-0.01,0,0.23,0.01,-0.01,0,-2.228,0.005,-0.005,0
0.67247414,0.00000003,-0.00000028,0,0.017910,0.000650,-0.000650,0,15.098,0.527,-0.527,0,1595.49860,238.37131,-238.37131,0,,,,,70.740,0.370,-0.370,0,1.70,0.06,-0.06,0,1.45,0.07,-0.07,0,0.673,0.034,-0.026,0
5.79981640,0.00000350,-0.00000350,0,0.037700,0.001300,-0.001300,0,2.122,0.065,-0.065,0,6.80000,,,1,0.320000,0.080000,-0.080000,0,88.670,0.140,-0.110,0,0.24,0.01,-0.01,0,0.21,0.01,-0.01,0,-2.287,0.011,-0.014,0
9.22920050,0.00000630,-0.00000630,0,0.078000,0.000900,-0.000900,0,2.690,0.160,-0.160,0,9.13000,0.78000,-0.76000,0,0.060000,0.030000,-0.040000,0,89.490,0.370,-0.370,0,0.71,0.02,-0.02,0,0.74,0.03,-0.03,0,-0.717,0.018,-0.018,0
95.50000000,0.36000000,-0.25000000,0,0.371000,0.004000,-0.004000,0,7.270,0.420,-0.420,0,41.89000,7.69000,-7.83000,0,0.670000,0.050000,-0.060000,0,,,,,0.71,0.02,-0.02,0,0.74,0.03,-0.03,0,-0.717,0.018,-0.018,0
7.85191000,0.00004000,-0.00004000,0,0.054000,0.001000,-0.001000,0,2.090,0.080,-0.080,0,15.00000,,,1,0.000000,,,0,88.441,0.003,-0.003,0,0.34,0.01,-0.01,0,0.34,0.02,-0.02,0,-1.886,0.013,-0.017,0
7.85192500,0.00001600,-0.00001600,0,0.053300,0.001500,-0.001500,0,2.200,0.070,-0.070,0,4.70000,3.10000,-2.60000,0,0.070000,0.090000,-0.050000,0,89.200,0.120,-0.090,0,0.34,0.01,-0.01,0,0.33,0.01,-0.01,0,-1.863,0.056,-0.058,0
7.85192800,0.00001800,-0.00001600,0,0.057000,0.006000,-0.006000,0,2.190,0.170,-0.170,0,6.37000,2.45000,-2.29000,0,0.000000,,,0,89.400,0.300,-0.400,0,0.34,0.02,-0.02,0,0.34,0.02,-0.02,0,-1.886,0.090,-0.114,0
18.26157000,0.00006000,-0.00006000,0,0.133000,0.000900,-0.000900,0,3.050,0.230,-0.230,0,24.00000,4.00000,-4.00000,0,0.210000,,,1,89.000,,,-1,0.98,0.06,-0.06,0,0.94,0.02,-0.02,0,-0.050,0.060,-0.060,0
10.26075000,0.00083000,-0.00082000,0,0.110800,0.001200,-0.001600,0,11.982,0.325,-0.314,0,1671.77742,120.77479,-117.59651,0,0.208000,0.034000,-0.047000,0,88.100,1.300,-1.200,0,2.75,0.07,-0.06,0,1.72,0.06,-0.07,0,0.997,0.014,-0.015,0
3.37735120,0.00000600,-0.00000610,0,0.050640,0.000930,-0.001100,0,14.359,0.560,-0.516,0,899.45439,120.77479,-117.59651,0,0.057000,0.068000,-0.040000,0,86.420,1.400,-0.850,0,1.61,0.06,-0.05,0,1.52,0.09,-0.10,0,0.653,0.069,-0.067,0
3.82408010,0.00000250,-0.00000250,0,0.051300,0.001100,-0.001300,0,16.287,0.594,-0.538,0,292.40213,60.38740,-57.20911,0,0.117000,0.100000,-0.079000,0,83.370,0.550,-0.750,0,1.40,0.05,-0.04,0,1.23,0.08,-0.09,0,0.435,0.035,-0.033,0
260.79000000,0.59000000,-0.58000000,0,0.828000,0.012000,-0.012000,0,11.321,0.247,-0.213,0,875.61726,27.65107,-25.74410,0,0.368300,0.007300,-0.007300,0,89.955,0.032,-0.044,0,1.64,0.03,-0.03,0,1.11,0.05,-0.05,0,0.406,0.015,-0.016,0
2.12257350,0.00000160,-0.00000160,0,0.033190,0.000520,-0.000510,0,19.840,,,0,298.75870,57.20911,-57.20911,0,0.000000,,,0,79.960,,,0,1.25,0.03,-0.03,0,1.08,0.05,-0.05,0,0.250,0.018,-0.021,0
1.19472680,0.00000790,-0.00000930,0,0.022340,0.000600,-0.000600,0,3.510,0.150,-0.150,0,26.00000,1.30000,-1.30000,0,0.000000,,,0,81.110,0.570,-0.550,0,1.04,0.02,-0.02,0,1.03,0.04,-0.04,0,-0.004,0.017,-0.018,0
11.91010000,0.00220000,-0.00360000,0,0.095640,0.001560,-0.001610,0,11.321,5.851,-0.897,0,310.83618,20.02319,-18.68831,0,0.042000,0.025500,-0.007500,0,88.400,0.600,-3.300,0,0.79,0.01,-0.01,0,0.82,0.03,-0.02,0,-0.401,0.015,-0.014,0
24.67440000,0.02580000,-0.03390000,0,0.155440,0.002550,-0.002630,0,,,,,117.27868,32.73633,-26.57045,0,0.062200,0.045200,-0.021100,0,84.700,2.400,-2.900,0,0.79,0.01,-0.01,0,0.82,0.03,-0.02,0,-0.401,0.015,-0.014,0
8.00196800,0.00002400,-0.00002500,0,0.085400,0.001500,-0.001600,0,11.153,0.314,-0.303,0,203.41018,31.78284,-38.13941,0,0.174000,0.048000,-0.052000,0,88.840,0.790,-0.850,0,1.56,0.04,-0.04,0,1.30,0.07,-0.07,0,0.484,0.015,-0.016,0
3.53159020,0.00000260,-0.00000260,0,0.050090,0.000800,-0.000820,0,14.370,0.359,-0.347,0,502.16888,127.13136,-123.95308,0,0.000000,0.048000,-0.052000,0,83.580,0.260,-0.250,0,1.57,0.03,-0.03,0,1.34,0.07,-0.07,0,0.533,0.017,-0.024,0
27.26955000,0.00013000,-0.00010000,0,0.136300,0.001000,-0.001000,0,1.740,0.080,-0.080,0,19.50000,,,1,0.300000,0.100000,-0.090000,0,89.660,0.220,-0.190,0,0.46,0.01,-0.01,0,0.45,0.01,-0.01,0,-1.542,0.015,-0.015,0
22.65398000,0.00002000,-0.00002000,0,0.158000,0.003000,-0.003000,0,11.209,0.224,-0.224,0,1900.61387,66.74397,-63.56568,0,0.676000,0.002000,-0.002000,0,89.520,0.020,-0.020,0,1.05,0.01,-0.01,0,0.99,0.03,-0.02,0,-0.013,0.018,-0.014,0
4.01975170,0.00000430,-0.00000430,0,0.048710,0.000690,-0.000790,0,8.608,0.258,-0.202,0,71.51139,13.66662,-15.57359,0,0.000000,,,0,88.980,0.620,-0.540,0,0.89,0.02,-0.02,0,0.95,0.04,-0.05,0,-0.252,0.028,-0.021,0
5.43609800,0.00003900,-0.00003900,0,0.034100,0.001000,-0.001000,0,1.440,0.120,-0.120,0,,,,,0.000000,,,0,89.500,0.400,-0.600,0,0.21,0.01,-0.01,0,0.18,0.00,0.00,0,-2.387,0.010,-0.011,0
13.33668000,0.00001000,-0.00001000,0,0.112000,0.001000,-0.001000,0,10.424,0.224,-0.224,0,2955.80419,63.56568,-63.56568,0,0.112000,0.007000,-0.009000,0,89.200,0.600,-0.200,0,1.10,0.02,-0.02,0,1.04,0.03,-0.03,0,0.051,0.022,-0.018,0
1.27309910,0.00000290,-0.00000290,0,0.021180,0.000380,-0.000380,0,1.402,0.086,-0.086,0,3.40000,0.46000,-0.46000,0,0.180000,,,1,84.600,,,-1,0.73,0.01,-0.01,0,0.79,0.02,-0.02,0,-0.471,0.012,-0.013,0
1.27311400,0.00000200,-0.00000200,0,0.021200,0.000400,-0.000400,0,1.612,0.096,-0.099,0,,,,,,,,,85.780,2.210,-3.420,0,0.75,0.03,-0.03,0,0.79,0.05,-0.05,0,-0.472,0.026,-0.028,0
8.46565100,0.00003500,-0.00003500,0,0.074900,0.001300,-0.001300,0,2.180,0.180,-0.180,0,6.70000,1.10000,-1.10000,0,0.360000,,,1,87.938,0.089,-0.089,0,0.73,0.01,-0.01,0,0.79,0.02,-0.02,0,-0.471,0.012,-0.013,0
3.07668910,0.00000240,-0.00000240,0,0.022670,0.000710,-0.000710,0,2.860,0.063,-0.069,0,15.60000,,,1,0.170000,0.110000,-0.050000,0,89.800,0.140,-0.190,0,0.20,0.00,0.00,0,0.17,0.00,0.00,0,-2.462,0.010,-0.011,0
3.07668960,0.00000650,-0.00000650,0,0.022800,0.001600,-0.001600,0,2.940,0.170,-0.160,0,,,,,0.260000,0.270000,-0.120000,0,89.630,0.270,-0.350,0,0.20,0.01,-0.01,0,0.16,0.01,-0.01,0,0.531,0.020,-0.021,0
8.27547900,0.00000900,-0.00000900,0,0.083100,0.000700,-0.000700,0,9.864,0.224,-0.224,0,953.48522,31.78284,-28.60456,0,0.320000,0.020000,-0.020000,0,90.000,0.600,-0.600,0,1.24,0.02,-0.02,0,1.12,0.03,-0.03,0,0.197,0.021,-0.017,0
4.34740320,0.00000790,-0.00000780,0,0.054300,0.002100,-0.001000,0,10.368,0.392,-0.381,0,105.83686,25.10844,-25.10844,0,0.000000,0.048000,-0.052000,0,86.490,1.300,-0.760,0,1.75,0.05,-0.05,0,1.13,0.13,-0.06,0,0.436,0.015,-0.015,0
7.39722500,0.00002600,-0.00002300,0,0.055900,0.001300,-0.001300,0,1.520,0.120,-0.120,0,2.68000,0.30000,-0.30000,0,,,,,88.320,0.160,-0.160,0,0.43,0.03,-0.03,0,0.43,0.03,-0.03,0,-1.643,0.008,-0.008,0
10.65566900,0.00003800,-0.00003800,0,0.116600,0.001800,-0.001800,0,11.142,0.616,-0.549,0,1531.93292,130.30965,-130.30965,0,0.195000,0.043000,-0.040000,0,88.160,1.100,-0.800,0,2.36,0.12,-0.11,0,1.86,0.09,-0.08,0,1.167,0.055,-0.053,0
4.93777000,0.00002800,-0.00002900,0,0.057410,0.000230,-0.000170,0,2.740,0.180,-0.180,0,317.83000,,,1,0.000000,,,0,87.520,0.400,-0.310,0,0.88,0.04,-0.05,0,1.04,0.01,-0.01,0,-0.080,0.052,-0.039,0
7.18585000,0.00001000,-0.00001000,0,0.073000,0.000700,-0.000700,0,11.209,0.224,-0.336,0,203.41018,12.71314,-12.71314,0,0.000000,,,0,89.400,0.400,-0.400,0,1.12,0.02,-0.02,0,1.01,0.03,-0.03,0,0.116,0.025,-0.022,0
23.28560000,0.00170000,-0.00170000,0,0.151100,0.002000,-0.002000,0,8.676,0.112,-0.112,0,26.69759,1.58914,-1.58914,0,0.170000,0.011000,-0.010000,0,89.500,0.070,-0.070,0,0.79,0.03,-0.03,0,0.85,0.04,-0.04,0,-0.440,0.009,-0.010,0
49.25190000,0.00040000,-0.00040000,0,0.249000,0.004000,-0.004000,0,10.133,0.112,-0.112,0,208.81326,9.85268,-10.17051,0,0.157000,0.008000,-0.007000,0,89.970,0.090,-0.090,0,0.79,0.03,-0.03,0,0.85,0.04,-0.04,0,-0.440,0.009,-0.010,0
5.98394400,0.00001300,-0.00001300,0,0.067200,0.002400,-0.001200,0,10.929,0.347,-0.325,0,63.88351,10.80617,-9.85268,0,0.000000,0.048000,-0.052000,0,88.300,1.100,-0.820,0,1.69,0.04,-0.04,0,1.13,0.13,-0.06,0,0.405,0.018,-0.019,0
18.38818000,0.00085000,-0.00084000,0,0.152800,0.001600,-0.001700,0,7.163,0.146,-0.146,0,43.86032,7.31005,-7.31005,0,0.000000,,,0,87.910,0.110,-0.100,0,1.87,0.03,-0.03,0,1.41,0.04,-0.05,0,0.636,0.029,-0.029,0
2.98876150,0.00000220,-0.00000220,0,0.041450,0.000810,-0.000860,0,13.641,0.392,-0.381,0,260.61929,20.02319,-20.65885,0,0.000000,0.048000,-0.052000,0,87.730,0.750,-0.570,0,1.09,0.03,-0.03,0,1.06,0.06,-0.07,0,0.079,0.030,-0.030,0
4.52072650,0.00000490,-0.00000490,0,0.057100,0.001000,-0.001300,0,14.460,0.448,-0.370,0,79.45710,18.43405,-17.79839,0,0.000000,,,0,88.160,0.980,-0.760,0,1.48,0.04,-0.03,0,1.22,0.06,-0.08,0,0.388,0.015,-0.015,0
5.45664000,0.00001100,-0.00001100,0,0.063500,0.002500,-0.001300,0,12.072,0.471,-0.448,0,69.28659,17.16273,-14.62011,0,0.000000,,,0,84.810,0.490,-0.400,0,1.73,0.05,-0.05,0,1.15,0.14,-0.07,0,0.471,0.020,-0.021,0
61.62770000,0.00020000,-0.00020000,0,0.300000,0.006000,-0.005000,0,12.106,0.336,-0.336,0,1112.39942,31.78284,-31.78284,0,0.522000,0.006000,-0.006000,0,89.170,0.010,-0.010,0,1.07,0.01,-0.01,0,0.93,0.03,-0.02,0,-0.004,0.017,-0.013,0
4.88097400,0.00002300,-0.00003700,0,0.060700,0.004200,-0.004300,0,18.103,5.179,-7.174,0,122.68177,6.99222,-11.44182,0,0.180000,,,1,83.750,0.710,-0.550,0,1.34,0.06,-0.06,0,1.16,0.07,-0.07,0,0.340,0.019,-0.020,0
3.36015380,0.00000480,-0.00000480,0,0.031970,0.000220,-0.000220,0,1.206,0.039,-0.039,0,1.58000,0.26000,-0.26000,0,0.034000,0.025000,-0.025000,0,89.390,0.370,-0.370,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,-1.712,0.041,-0.045,0
3.36008000,0.00006500,-0.00007000,0,0.030600,0.003300,-0.005700,0,1.247,0.089,-0.083,0,,,,,0.000000,,,0,88.650,0.850,-1.400,0,0.38,0.02,-0.02,0,0.40,0.02,-0.02,0,-1.770,0.048,-0.054,0
5.66057310,0.00000310,-0.00000310,0,0.045260,0.000310,-0.000310,0,2.355,0.064,-0.064,0,6.15000,0.37000,-0.37000,0,0.027000,0.021000,-0.021000,0,89.360,0.240,-0.240,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,-1.712,0.041,-0.045,0
5.66017200,0.00003500,-0.00003500,0,0.047200,0.003000,-0.003300,0,2.420,0.130,-0.130,0,,,,,0.000000,,,0,89.530,0.300,-0.420,0,0.38,0.02,-0.02,0,0.40,0.02,-0.02,0,-1.770,0.048,-0.054,0
11.38014000,0.00011000,-0.00010000,0,0.073300,0.004200,-0.004200,0,2.130,0.120,-0.120,0,,,,,0.000000,,,0,89.690,0.160,-0.120,0,0.38,0.02,-0.02,0,0.40,0.02,-0.02,0,-1.770,0.048,-0.054,0
11.37957300,0.00001300,-0.00001300,0,0.072100,0.000500,-0.000500,0,2.133,0.058,-0.058,0,4.78000,0.43000,-0.43000,0,0.032000,0.023000,-0.023000,0,89.730,0.160,-0.160,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,-1.712,0.041,-0.045,0
4.80849830,0.00000570,-0.00000560,0,0.056900,0.001000,-0.001100,0,17.262,,,-1,139.84450,31.78284,-34.96112,0,0.000000,,,0,85.220,,,1,1.07,0.02,-0.02,0,1.06,0.06,-0.06,0,0.055,0.026,-0.025,0
1.96229325,0.00000082,-0.00000082,0,0.031850,0.000520,-0.000520,0,18.114,0.381,-0.359,0,309.88270,26.37976,-22.24799,0,0.000000,,,0,89.000,0.700,-1.000,0,1.25,0.02,-0.02,0,1.12,0.06,-0.05,0,0.336,0.027,-0.025,0
4.03970900,0.00000240,-0.00000230,0,0.049300,0.001000,-0.000800,0,15.278,0.516,-0.504,0,225.65817,82.63539,-82.63539,0,0.000000,,,0,87.730,0.750,-0.550,0,1.23,0.03,-0.03,0,0.98,0.06,-0.05,0,0.164,0.032,-0.031,0
3.55140580,0.00000770,-0.00000780,0,0.047500,0.001000,-0.001100,0,12.845,0.572,-0.538,0,117.59651,16.52708,-14.93794,0,0.000000,,,0,84.420,0.340,-0.350,0,1.26,0.04,-0.04,0,1.14,0.08,-0.08,0,0.246,0.036,-0.033,0
2.35056140,0.00000250,-0.00000250,0,0.033860,0.000670,-0.000500,0,13.159,0.347,-0.303,0,533.95172,82.63539,-79.45710,0,0.000000,,,0,89.190,0.570,-0.820,0,1.07,0.02,-0.02,0,0.94,0.06,-0.04,0,0.037,0.036,-0.034,0
3.90149710,0.00000310,-0.00000310,0,0.050500,0.001500,-0.000900,0,16.432,0.482,-0.359,0,197.05361,31.78284,-28.60456,0,0.000000,,,0,88.900,0.800,-1.000,0,1.67,0.05,-0.03,0,1.12,0.11,-0.06,0,0.444,0.033,-0.034,0
2.59261842,0.00000041,-0.00000041,0,0.027090,0.000460,-0.000460,0,11.400,0.493,-0.493,0,211.35589,7.94571,-7.94571,0,0.029000,,,1,88.140,0.046,-0.046,0,0.37,0.02,-0.02,0,0.39,0.02,-0.02,0,-1.790,0.010,-0.011,0
2.01802310,0.00000430,-0.00000440,0,0.031440,0.000480,-0.000550,0,12.980,0.482,-0.482,0,721.47048,50.85255,-50.85255,0,0.000000,0.048000,-0.052000,0,85.400,0.380,-0.360,0,0.95,0.03,-0.03,0,1.02,0.05,-0.05,0,-0.093,0.042,-0.038,0
18.09547000,0.00003000,-0.00003000,0,0.153000,0.002000,-0.003000,0,12.801,0.482,-0.460,0,1598.35906,212.30938,-205.31715,0,0.815000,0.023000,-0.032000,0,89.140,0.584,-0.668,0,1.83,0.06,-0.05,0,1.45,0.07,-0.07,0,0.739,0.028,-0.026,0
5.87689180,0.00000690,-0.00000690,0,0.067500,0.001100,-0.001600,0,12.229,0.426,-0.359,0,530.77344,38.13941,-41.31769,0,0.000000,,,0,88.790,0.750,-0.680,0,1.42,0.04,-0.03,0,1.19,0.06,-0.08,0,0.286,0.035,-0.033,0
3.11999900,0.00000790,-0.00000790,0,0.042890,0.000920,-0.000930,0,23.539,,,0,375.03752,44.49598,-44.49598,0,0.000000,,,0,81.930,,,0,1.23,0.03,-0.03,0,1.08,0.07,-0.07,0,0.190,0.022,-0.023,0
3.93655780,0.00000430,-0.00000430,0,0.041940,0.000710,-0.000710,0,8.295,0.157,-0.157,0,77.23230,6.35657,-6.35657,0,0.056000,,,1,88.740,0.140,-0.140,0,0.61,0.01,-0.01,0,0.64,0.03,-0.03,0,-1.125,0.038,-0.041,0
3.24607500,0.00001200,-0.00001200,0,0.045600,0.000890,-0.000980,0,13.081,0.538,-0.493,0,311.47184,31.78284,-34.96112,0,0.000000,,,0,87.900,1.200,-1.000,0,1.30,0.04,-0.04,0,1.20,0.07,-0.08,0,0.283,0.035,-0.035,0
9.08851600,0.00002600,-0.00002700,0,0.081300,0.001100,-0.001200,0,12.599,0.325,-0.258,0,324.18498,76.27882,-69.92225,0,0.000000,0.048000,-0.052000,0,89.570,0.290,-0.280,0,0.79,0.02,-0.01,0,0.87,0.04,-0.04,0,-0.344,0.031,-0.030,0
2.15484802,0.00000075,-0.00000075,0,0.026300,0.000460,-0.000460,0,11.142,0.224,-0.224,0,218.98377,9.53485,-9.53485,0,0.047000,,,1,87.830,0.098,-0.098,0,0.50,0.01,-0.01,0,0.52,0.03,-0.03,0,-1.407,0.040,-0.044,0
3.43875300,0.00000400,-0.00000400,0,0.038450,0.000430,-0.000430,0,12.000,0.400,-0.500,0,85.30000,8.80000,-8.70000,0,0.140000,0.060000,-0.060000,0,86.760,0.230,-0.200,0,0.62,0.01,-0.01,0,0.64,0.02,-0.02,0,-1.060,0.015,-0.015,0
4.67473730,0.00000380,-0.00000380,0,0.043000,0.001000,-0.001000,0,5.140,0.160,-0.160,0,14.95000,4.10000,-3.92000,0,0.110000,0.100000,-0.080000,0,88.100,0.010,-0.010,0,0.50,0.01,-0.01,0,0.52,0.02,-0.02,0,-1.435,0.009,-0.011,0
2.89897270,0.00000380,-0.00000390,0,0.042100,0.000700,-0.001100,0,18.495,,,-1,330.54154,47.67426,-44.49598,0,0.000000,,,0,80.810,,,1,1.47,0.04,-0.04,0,1.18,0.06,-0.09,0,0.332,0.027,-0.023,0
3.24431410,0.00000550,-0.00000550,0,0.046110,0.000690,-0.000960,0,13.137,0.404,-0.392,0,352.78953,57.20911,-63.56568,0,0.000000,,,0,82.790,0.300,-0.310,0,1.54,0.04,-0.04,0,1.24,0.06,-0.08,0,0.400,0.019,-0.019,0
4.54456970,0.00000940,-0.00000940,0,0.035400,0.001400,-0.001400,0,6.000,0.180,-0.180,0,16.50000,3.50000,-1.80000,0,0.320000,,,1,90.100,0.290,-0.290,0,0.30,0.01,-0.01,0,0.28,0.01,-0.01,0,-2.032,0.025,-0.018,0
3.49362640,0.00000380,-0.00000380,0,0.046300,0.001200,-0.001000,0,14.280,0.460,-0.448,0,129.03833,22.56582,-21.61233,0,0.000000,,,0,85.640,0.550,-0.520,0,1.39,0.04,-0.03,0,1.09,0.09,-0.07,0,0.273,0.014,-0.014,0
