# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 26 12:55:39 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_name desc
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [%]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [%]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2
rho CrB c,1,4,0,102.19000000,0.27000000,-0.22000000,0,0.420600,0.004400,-0.004500,0,5.780,,,0,0.515,,,0,28.20000,1.50000,-1.50000,0,0.08873,0.00472,-0.00472,0,Msini,0.802000,,,0,0.096000,0.053000,-0.054000,0,9.85,0.60,-0.56,0,448,7,-7,0,,,,,0,,,,,G0 V,5817.00,24.00,-24.00,0,1.35,0.03,-0.02,0,0.95,0.01,-0.01,0,-0.200,0.010,-0.010,0,[Fe/H],0.260,0.019,-0.020,0,4.25,0.05,-0.05,0,17.4671000,0.0241000,-0.0240000
rho CrB b,1,4,1,39.84380000,0.00270000,-0.00270000,0,0.224500,0.002300,-0.002400,0,13.700,,,0,1.230,,,0,347.38645,7.31005,-7.31005,0,1.09300,0.02300,-0.02300,0,Msini,0.742000,,,0,0.038000,0.002500,-0.002500,0,34.70,2.10,-2.00,0,614,9,-9,0,,,,,0,,,,,G0 V,5817.00,24.00,-24.00,0,1.35,0.03,-0.02,0,0.95,0.01,-0.01,0,-0.200,0.010,-0.010,0,[Fe/H],0.260,0.019,-0.020,0,4.25,0.05,-0.05,0,17.4671000,0.0241000,-0.0240000
psi1 Dra B b,3,1,0,3117.00000000,42.00000000,-42.00000000,0,4.430000,0.040000,-0.040000,0,13.500,,,0,1.210,,,0,486.27990,31.78300,-31.78300,0,1.53000,0.10000,-0.10000,0,Msini,1.090000,,,0,0.400000,0.050000,-0.050000,0,,,,,,,,,,,,,0,,,,,G0 V,6212.00,75.00,-75.00,0,1.26,0.05,-0.04,0,1.19,0.07,-0.07,0,0.010,0.060,-0.060,0,[Fe/H],0.326,0.001,-0.001,0,4.20,0.12,-0.12,0,22.7188000,0.0258000,-0.0258000
pi Men d,1,3,0,124.64000000,0.48000000,-0.52000000,0,,,,,3.720,,,0,0.332,,,0,13.38000,1.35000,-1.35000,0,0.04210,0.00425,-0.00425,0,Msini,1.430000,,,0,0.220000,0.079000,-0.079000,0,,,,,,,,,,,,,0,,,,,G0 V,5998.00,62.00,-62.00,0,1.19,0.00,0.00,0,1.07,0.04,-0.04,0,0.090,0.040,-0.040,0,[Fe/H],0.195,0.001,-0.001,0,4.36,0.02,-0.02,0,18.2702000,0.0226000,-0.0226000
pi Men c,1,3,0,6.26791000,0.00043000,-0.00043000,0,0.069000,0.003000,-0.003000,0,2.060,0.030,-0.030,0,0.184,0.003,-0.003,0,3.63000,0.38000,-0.38000,0,0.01142,0.00120,-0.00120,0,Mass,2.820000,0.530000,-0.530000,0,0.077000,0.076000,-0.049000,0,309.00,29.00,-66.00,0,1170,3,-4,0,87.456,0.085,-0.076,0,0,0.032100,0.000746,-0.000746,0,G0 V,6037.00,45.00,-45.00,0,1.19,0.00,0.00,0,1.10,0.14,-0.14,0,0.080,0.030,-0.030,0,[Fe/H],0.160,0.006,-0.006,0,4.36,0.02,-0.02,0,18.2702000,0.0226000,-0.0226000
omi UMa b,2,1,0,1569.81000000,12.76000000,-13.59000000,0,3.691000,0.020000,-0.021000,0,13.000,,,0,1.160,,,0,1160.39151,55.93780,-94.71287,0,3.65100,0.17600,-0.29800,0,Msini,2.900000,,,0,0.149000,0.044000,-0.079000,0,,,,,,,,,,,,,0,,,,,G4 II-III,5075.00,,,0,13.84,1.19,-1.04,0,2.72,0.14,-0.16,0,-0.160,0.080,-0.100,0,[Fe/H],2.063,0.071,-0.072,0,2.58,0.06,-0.05,0,54.9149000,2.0607600,-2.0607600
omi CrB b,1,1,0,187.01000000,0.15000000,-0.16000000,0,0.699000,0.000000,0.000000,0,13.700,,,0,1.230,,,0,355.96782,18.11622,-22.56582,0,1.12000,0.05700,-0.07100,0,Msini,0.761000,,,0,0.105000,0.036000,-0.079000,0,,,,,,,,,,,,,0,,,,,K0 III,4769.00,,,0,11.87,6.20,-1.50,0,1.30,0.95,-0.36,0,-0.270,0.090,-0.100,0,[Fe/H],1.822,0.351,-0.103,0,2.36,0.07,-0.12,0,84.7883000,0.5533000,-0.5533000
ome Ser b,2,1,0,278.59000000,0.80000000,-0.61000000,0,0.838000,0.002000,-0.001000,0,14.000,,,0,1.250,,,0,233.92171,19.06970,-33.68981,0,0.73600,0.06000,-0.10600,0,Msini,0.468000,,,0,0.180000,0.066000,-0.127000,0,,,,,,,,,,,,,0,,,,,G8 III,4724.00,,,0,10.99,0.15,-0.24,0,1.01,0.07,-0.08,0,-0.120,0.010,-0.030,0,[Fe/H],1.734,0.012,-0.018,0,2.37,0.02,-0.04,0,76.7556000,0.7949000,-0.7949000
nu Oph c,1,2,0,3180.60000000,5.01000000,-4.52000000,0,5.829000,0.006000,-0.006000,0,12.000,,,0,1.070,,,0,7838.32346,,,0,24.66200,,,0,Mass,24.900000,,,0,0.179000,0.007000,-0.005000,0,,,,,,,,,90.000,,,0,0,,,,,K0 III,4887.00,,,0,12.24,2.55,-1.76,0,2.61,0.32,-0.57,0,0.100,0.100,-0.100,0,[Fe/H],1.895,0.157,-0.153,0,2.64,0.10,-0.10,0,46.2107000,1.7331300,-1.7331300
nu Oph b,1,2,0,529.93000000,0.08000000,-0.07000000,0,1.765000,0.000000,0.000000,0,12.000,,,0,1.070,,,0,7057.73298,,,0,22.20600,,,0,Mass,22.400000,,,0,0.126000,0.003000,-0.004000,0,,,,,,,,,90.000,,,0,0,,,,,K0 III,4887.00,,,0,12.24,2.55,-1.76,0,2.61,0.32,-0.57,0,0.100,0.100,-0.100,0,[Fe/H],1.895,0.157,-0.153,0,2.64,0.10,-0.10,0,46.2107000,1.7331300,-1.7331300
nu Oct A b,2,1,1,417.00000000,1.00000000,-2.00000000,0,1.250000,0.050000,-0.050000,0,13.300,,,0,1.180,,,0,762.78818,63.56568,-95.34852,0,2.40000,0.20000,-0.30000,0,Mass,1.780000,,,0,0.110000,0.020000,-0.020000,0,,,,,,,,,112.500,2.400,-1.500,0,0,,,,,K1 IIIb-IV,4860.00,40.00,-40.00,0,5.81,0.12,-0.12,0,1.61,0.15,-0.15,0,0.180,0.040,-0.040,0,[Fe/H],1.230,,,0,3.12,0.10,-0.10,0,21.1999000,1.3006100,-1.3006100
mu2 Sco b,1,1,0,,,,,242.400000,114.500000,-52.100000,0,12.300,,,0,1.090,,,0,4576.72906,254.26273,-254.26273,0,14.40000,0.80000,-0.80000,0,Mass,13.500000,,,0,0.560000,0.270000,-0.260000,0,,,,,,,,,96.600,21.500,-20.500,0,0,,,,,B2 IV,21700.00,900.00,-900.00,0,5.60,0.20,-0.20,0,9.10,0.30,-0.30,0,,,,,,3.800,,,0,3.80,0.20,-0.20,0,,,
mu Leo b,1,1,0,357.80000000,1.20000000,-1.20000000,0,1.100000,0.100000,-0.100000,0,13.300,,,0,1.180,,,0,762.80000,127.10000,-127.10000,0,2.40000,0.40000,-0.40000,0,Msini,1.780000,,,0,0.090000,0.060000,-0.060000,0,,,,,,,,,,,,,0,,,,,K2 III,4538.20,27.50,-27.50,0,11.40,0.20,-0.20,0,1.50,0.10,-0.10,0,0.360,0.050,-0.050,0,[Fe/H],1.797,,,0,2.40,0.10,-0.10,0,32.6081000,0.4521000,-0.4521000
kap CrB b,1,1,0,1253.68000000,3.07000000,-6.48000000,0,2.500000,0.004000,-0.009000,0,13.400,,,0,1.190,,,0,635.66000,,,0,2.00000,,,0,Mass,1.450000,,,0,0.040000,0.013000,-0.032000,0,,,,,,,,,60.000,,,0,0,,,,,K0 III-IV,4840.00,,,0,4.68,0.84,-0.71,0,1.33,0.24,-0.25,0,0.090,0.070,-0.100,0,[Fe/H],1.036,0.147,-0.150,0,3.20,0.10,-0.10,0,30.0651000,0.0986500,-0.0986500
kap And b,1,1,0,,,,,55.000000,2.000000,-2.000000,0,12.300,,,0,1.100,,,0,4327.36000,7323.22400,-332.87400,0,13.61600,23.04200,-1.04700,0,Mass,12.800000,,,0,,,,,,,,,1900,100,-200,0,,,,,0,,,,,B9 IV,10900.00,300.00,-300.00,0,2.31,0.07,-0.06,0,2.60,0.20,-0.20,0,-0.360,0.090,-0.090,0,[M/H],1.830,0.040,-0.040,0,3.78,0.08,-0.08,0,50.0177000,0.8766000,-0.8474000
iot Dra c,1,2,0,25000.00000000,22000.00000000,-13000.00000000,0,19.400000,10.000000,-7.700000,0,12.200,,,0,1.090,,,0,4958.12315,4449.59770,-1620.92488,0,15.60000,14.00000,-5.10000,0,Msini,15.000000,,,0,0.455000,0.120000,-0.084000,0,,,,,,,,,86.000,19.000,-19.000,0,0,,,,,K2 III,4504.00,62.00,-62.00,0,11.79,0.24,-0.24,0,1.54,0.09,-0.09,0,0.030,0.080,-0.080,0,[Fe/H],1.722,0.017,-0.018,0,2.48,0.01,-0.01,0,31.3283200,0.5005460,-0.5005460
iot Dra b,1,2,0,510.85440000,0.01280000,-0.01280000,0,1.453000,0.026000,-0.026000,0,12.400,,,0,1.100,,,0,3756.73177,133.48793,-130.30965,0,11.82000,0.42000,-0.41000,0,Msini,10.800000,,,0,0.701000,0.001600,-0.001700,0,,,,,,,,,46.000,27.000,-19.000,0,0,,,,,K2 III,4504.00,62.00,-62.00,0,11.79,0.24,-0.24,0,1.54,0.09,-0.09,0,0.030,0.080,-0.080,0,[Fe/H],1.722,0.017,-0.018,0,2.48,0.01,-0.01,0,31.3283200,0.5005460,-0.5005460
gam1 Leo b,2,1,0,428.50000000,1.25000000,-1.25000000,0,1.190000,0.020000,-0.020000,0,12.500,,,0,1.120,,,0,2790.43000,317.81700,-317.81700,0,8.78000,1.00000,-1.00000,0,Msini,7.850000,,,0,0.144000,0.046000,-0.046000,0,,,,,,,,,,,,,0,,,,,K1 IIIb Fe-0.5,4330.00,15.00,,0,31.88,1.61,,0,1.23,0.21,,0,-0.469,0.017,-0.017,0,[M/H],2.510,,,0,1.66,0.13,-0.13,0,39.8883000,0.8273600,-0.8273600
gam Psc b,1,1,0,555.10000000,6.00000000,-2.50000000,0,1.320000,0.050000,-0.080000,0,13.600,,,0,1.220,,,0,425.89007,6.35657,-98.52681,0,1.34000,0.02000,-0.31000,0,Msini,0.930000,,,0,0.204000,0.114000,-0.141000,0,,,,,,,,,,,,,0,,,,,G7 III,4742.00,,,0,11.20,0.22,-0.24,0,0.99,0.17,-0.13,0,-0.620,0.100,-0.110,0,[Fe/H],1.766,0.057,-0.026,0,2.33,0.08,-0.07,0,41.3107000,0.6738000,-0.6738000
gam Lib c,1,2,0,966.49000000,2.27000000,-1.96000000,0,2.318000,0.004000,-0.003000,0,12.800,,,0,1.140,,,0,1662.56040,38.13941,-46.72078,0,5.23100,0.12000,-0.14700,0,Msini,4.360000,,,0,0.065000,0.033000,-0.022000,0,,,,,,,,,,,,,0,,,,,K0 III,4879.00,,,0,12.38,0.30,-0.24,0,1.78,0.24,-0.24,0,-0.270,0.080,-0.100,0,[Fe/H],1.897,0.022,-0.025,0,2.50,0.06,-0.07,0,47.4017000,0.9084500,-0.9084500
gam Lib b,1,2,0,414.88000000,1.24000000,-1.47000000,0,1.319000,0.003000,-0.003000,0,13.700,,,0,1.220,,,0,357.87479,32.10067,-34.32547,0,1.12600,0.10100,-0.10800,0,Msini,0.765000,,,0,0.160000,0.071000,-0.107000,0,,,,,,,,,,,,,0,,,,,K0 III,4879.00,,,0,12.38,0.30,-0.24,0,1.78,0.24,-0.24,0,-0.270,0.080,-0.100,0,[Fe/H],1.897,0.022,-0.025,0,2.50,0.06,-0.07,0,47.4017000,0.9084500,-0.9084500
gam Cep b,2,1,0,913.00000000,3.00000000,-3.00000000,0,2.130000,0.050000,-0.050000,0,12.700,,,0,1.130,,,0,2097.66749,731.00534,-889.91954,0,6.60000,2.30000,-2.80000,0,Mass,5.630000,,,0,0.150000,0.070000,-0.050000,0,,,,,,,,,,,,,0,,,,,K1 III-IV,4775.00,33.00,-31.00,0,4.74,0.07,-0.08,0,1.27,0.05,-0.07,0,0.180,0.060,-0.060,0,[Fe/H],1.073,0.004,-0.004,0,3.19,0.01,-0.01,0,14.1024000,0.0989298,-0.0989298
eps Tau b,1,1,0,585.82000000,0.26000000,-0.33000000,0,1.878000,0.001000,-0.001000,0,12.700,,,0,1.130,,,0,2285.18625,17.79839,-17.79839,0,7.19000,0.05600,-0.05600,0,Msini,6.130000,,,0,0.076000,0.009000,-0.008000,0,,,,,,,,,,,,,0,,,,,K0 III,4877.00,,,0,12.35,0.41,-0.36,0,2.57,0.17,-0.25,0,0.100,0.110,-0.100,0,[Fe/H],1.893,0.030,-0.034,0,2.66,0.03,-0.05,0,47.5285200,1.8523500,-1.8523500
eps Ind A b,3,1,0,16510.00000000,2100.00000000,-1740.00000000,0,11.550000,0.980000,-0.860000,0,13.100,,,0,1.170,,,0,1032.94750,123.95370,-206.58950,0,3.25000,0.39000,-0.65000,0,Mass,2.520000,,,0,0.260000,0.070000,-0.030000,0,,,,,,,,,64.250,13.800,-6.090,0,0,,,,,K2 V,4754.00,89.00,-89.00,0,0.78,0.03,-0.08,0,0.75,0.04,-0.04,0,-0.134,0.025,-0.025,0,[M/H],-0.622,0.002,-0.002,0,4.57,0.11,-0.10,0,3.6385700,0.0033300,-0.0033300
eps Eri b,1,1,0,2671.00000000,17.00000000,-23.00000000,0,3.530000,0.030000,-0.040000,0,14.100,,,0,1.250,,,0,209.76675,38.13941,-28.60456,0,0.66000,0.12000,-0.09000,0,Mass,0.411000,,,0,0.070000,0.070000,-0.050000,0,,,,,,,,,78.810,29.340,-22.410,0,0,,,,,K2 V,5020.38,57.69,-57.69,0,0.76,0.01,-0.01,0,0.82,0.02,-0.02,0,-0.130,0.040,-0.040,0,[Fe/H],-0.419,0.002,-0.002,0,4.59,0.02,-0.02,0,3.2026000,0.0048300,-0.0048300
eps CrB b,1,1,0,417.90000000,0.50000000,-0.50000000,0,1.300000,,,0,12.700,,,0,1.130,,,0,2129.46100,95.34900,-95.34900,0,6.70000,0.30000,-0.30000,0,Msini,5.710000,,,0,0.110000,0.030000,-0.030000,0,,,,,,,,,,,,,0,,,,,K2 III,4406.00,15.00,-15.00,0,21.00,,,0,1.70,0.10,-0.10,0,-0.094,0.001,-0.001,0,[Fe/H],2.235,0.007,-0.008,0,1.94,0.08,-0.08,0,69.8683000,1.0730000,-1.0415000
bet UMi b,1,1,0,522.30000000,2.70000000,-2.70000000,0,1.400000,0.100000,-0.100000,0,12.700,,,0,1.140,,,0,1938.70000,317.80000,-317.80000,0,6.10000,1.00000,-1.00000,0,Msini,5.200000,,,0,0.190000,0.020000,-0.020000,0,,,,,,,,,,,,,0,,,,,K4 III,4126.00,25.00,-25.00,0,38.30,1.10,-1.10,0,1.40,0.20,-0.20,0,-0.270,0.070,-0.070,0,[Fe/H],2.730,,,0,1.50,0.10,-0.10,0,38.7747200,0.7818090,-0.7818090
bet Pic c,1,2,0,1192.77951000,5.50555000,-4.43172000,0,2.680000,0.016000,-0.015000,0,12.500,,,0,1.110,,,0,3222.46222,373.44838,-327.68109,0,10.13900,1.17500,-1.03100,0,Mass,9.070000,,,0,0.314000,0.024000,-0.034000,0,,,,,,,,,88.947,0.083,-0.091,0,0,,,,,A5V,7890.00,13.00,-17.00,0,2.01,0.17,-0.15,0,1.80,0.03,-0.03,0,-0.210,0.030,-0.020,0,[Fe/H],0.958,0.002,-0.002,0,3.83,0.03,-0.02,0,19.7442000,0.1320000,-0.1303000
bet Pic b,1,2,0,8617.50952000,91.69540000,-75.38053000,0,10.018000,0.082000,-0.076000,0,18.495,0.673,-0.673,0,1.650,0.060,-0.060,0,3727.80939,742.76499,-678.56365,0,11.72900,2.33700,-2.13500,0,Mass,3.240000,,,0,0.106000,0.007000,-0.006000,0,,,,,1612,38,-38,0,89.009,0.012,-0.012,0,0,,,,,A5V,8038.68,,,0,1.54,,,0,1.80,0.03,-0.03,0,-0.210,0.030,-0.020,0,[Fe/H],0.953,,,0,4.35,,,0,19.7442000,0.1320000,-0.1303000
bet Cnc b,2,1,0,605.20000000,4.00000000,-4.00000000,0,1.700000,0.100000,-0.100000,0,12.600,,,0,1.120,,,0,2479.00000,254.30000,-254.30000,0,7.80000,0.80000,-0.80000,0,Msini,6.810000,,,0,0.080000,0.020000,-0.020000,0,,,,,,,,,,,,,0,,,,,K4 III,4092.10,17.50,-17.50,0,47.20,1.30,-1.30,0,1.70,0.10,-0.10,0,-0.290,0.060,-0.060,0,[Fe/H],2.900,,,0,1.40,0.10,-0.10,0,89.0472000,7.6915200,-7.6915200
b Cen AB b,2,1,0,1790000.00000000,830000.00000000,-830000.00000000,0,556.000000,17.000000,-17.000000,0,12.400,,,0,1.110,,,0,3464.32964,508.52545,-508.52545,0,10.90000,1.60000,-1.60000,0,Mass,9.980000,,,0,0.400000,,,1,,,,,,,,,143.000,14.000,-15.000,0,0,,,,,B2.5 V,,,,,,,,,5.50,0.50,-0.50,0,,,,,,,,,,,,,,98.0935000,6.7875000,-5.9734000
alf Tau b,2,1,0,628.96000000,0.90000000,-0.90000000,0,1.460000,0.270000,-0.270000,0,12.700,,,0,1.130,,,0,2056.36010,168.44990,-168.44990,0,6.47000,0.53000,-0.53000,0,Msini,5.520000,,,0,0.100000,0.050000,-0.050000,0,,,,,,,,,,,,,0,,,,,K5 III,4055.00,70.00,-70.00,0,45.10,0.10,-0.10,0,1.13,0.11,-0.11,0,-0.270,0.050,-0.050,0,[Fe/H],2.672,0.000,0.000,0,1.20,0.10,-0.10,0,20.4332000,0.3214000,-0.3214000
alf Ari b,1,1,0,380.80000000,0.30000000,-0.30000000,0,1.200000,,,0,13.400,,,0,1.200,,,0,572.07000,63.56300,-63.56300,0,1.80000,0.20000,-0.20000,0,Msini,1.310000,,,0,0.250000,0.030000,-0.030000,0,,,,,,,,,,,,,0,,,,,K2III,4553.00,15.00,,0,13.90,0.30,,0,1.50,0.20,,0,-0.160,0.030,-0.030,0,[Fe/H],1.934,0.000,0.000,0,2.49,0.21,-0.21,0,20.2101900,0.4043670,-0.4043670
YZ Cet d,1,3,0,4.65626000,0.00028000,-0.00029000,0,0.028510,0.000610,-0.000710,0,1.030,,,0,0.092,,,0,1.09000,0.12000,-0.12000,0,0.00343,0.00038,-0.00038,0,Msini,5.480000,,,0,0.070000,0.040000,-0.050000,0,2.70,0.05,-0.05,0,357,2,-2,0,,,,,0,,,,,M4.5 V,3151.00,51.00,-51.00,0,0.16,0.01,-0.01,0,0.14,0.01,-0.01,0,-0.180,0.160,-0.160,0,[Fe/H],-2.659,0.008,-0.008,0,5.17,0.07,-0.07,0,3.7120700,0.0010900,-0.0010900
YZ Cet c,1,3,0,3.05989000,0.00010000,-0.00010000,0,0.021560,0.000460,-0.000540,0,1.050,,,0,0.093,,,0,1.14000,0.11000,-0.10000,0,0.00359,0.00035,-0.00031,0,Msini,5.410000,,,0,0.000000,,,0,4.72,0.09,-0.09,0,410,2,-2,0,,,,,0,,,,,M4.5 V,3151.00,51.00,-51.00,0,0.16,0.01,-0.01,0,0.14,0.01,-0.01,0,-0.180,0.160,-0.160,0,[Fe/H],-2.659,0.008,-0.008,0,5.17,0.07,-0.07,0,3.7120700,0.0010900,-0.0010900
YZ Cet b,1,3,0,2.02087000,0.00007000,-0.00009000,0,0.016340,0.000350,-0.000410,0,0.913,,,0,0.081,,,0,0.70000,0.09000,-0.08000,0,0.00220,0.00028,-0.00025,0,Msini,5.050000,,,0,0.060000,0.060000,-0.040000,0,8.21,0.16,-0.15,0,471,2,-2,0,,,,,0,,,,,M4.5 V,3151.00,51.00,-51.00,0,0.16,0.01,-0.01,0,0.14,0.01,-0.01,0,-0.180,0.160,-0.160,0,[Fe/H],-2.659,0.008,-0.008,0,5.17,0.07,-0.07,0,3.7120700,0.0010900,-0.0010900
YSES 2 b,1,1,0,,,,,115.000000,,,0,12.700,,,0,1.140,,,0,2002.31896,508.52545,-286.04557,0,6.30000,1.60000,-0.90000,0,Mass,5.370000,,,0,,,,,,,,,,,,,,,,,0,,,,,K1 V,4749.00,40.00,-40.00,0,1.19,0.02,-0.02,0,1.10,0.03,-0.03,0,,,,,,-0.185,0.006,-0.006,0,4.25,0.10,-0.08,0,109.4060000,0.3740000,-0.3730000
XO-7 b,1,1,0,2.86414240,0.00000430,-0.00000430,0,0.044210,0.000620,-0.000620,0,15.390,0.291,-0.291,0,1.373,0.026,-0.026,0,225.34147,10.80622,-10.80622,0,0.70900,0.03400,-0.03400,0,Mass,0.340000,0.027000,-0.027000,0,0.038000,0.033000,-0.033000,0,1540.00,81.00,-81.00,0,1743,23,-23,0,83.450,0.290,-0.290,0,0,0.909000,0.018000,-0.018000,0,G0 V,6250.00,100.00,-100.00,0,1.48,0.02,-0.02,0,1.41,0.06,-0.06,0,0.432,0.057,-0.057,0,[Fe/H],0.431,0.004,-0.004,0,4.25,0.02,-0.02,0,234.1490000,1.1940000,-1.1810000
